,methodName,trueRho,timeSeriesLength,estMean,mean_low,mean_high
66,Naive,0.1,30,0.09584435486562472,-0.30940833873247453,0.5010970484637239
67,BlockAveraging,0.1,30,0.09584435486562472,-0.3449067786375201,0.5365954883687696
68,Chodera,0.1,30,0.09584435486562472,-0.4197912187933699,0.6114799285246193
69,Sokal,0.1,30,0.09584435486562472,-0.20601206183073872,0.39770077156198813
70,AR1_correction,0.1,30,0.09584435486562472,-0.409266417168611,0.6009551268998604
71,AR1_Bayes,0.1,30,0.09584435486562472,-0.5271530232907881,0.6765457992460387
72,Naive,0.1,30,-0.2538748627780759,-0.5834315467239997,0.07568182116784777
73,BlockAveraging,0.1,30,-0.2538748627780759,-0.6645127110862009,0.15676298553004908
74,Chodera,0.1,30,-0.2538748627780759,-0.6708457548253449,0.1630960292691931
75,Sokal,0.1,30,-0.2538748627780759,-0.6231662016899273,0.11541647613377554
76,AR1_correction,0.1,30,-0.2538748627780759,-0.6928579819013203,0.18510825634516848
77,AR1_Bayes,0.1,30,-0.2538748627780759,-0.8564718237710545,0.3248254502817423
78,Naive,0.1,30,-0.08518894375052713,-0.4669598986222355,0.2965820111211812
79,BlockAveraging,0.1,30,-0.08518894375052713,-0.5272670258974367,0.3568891383963825
80,Chodera,0.1,30,-0.08518894375052713,-0.46054312304993794,0.2901652355488836
81,Sokal,0.1,30,-0.08518894375052713,-0.2805029184248985,0.11012503092384421
82,AR1_correction,0.1,30,-0.08518894375052713,-0.5683135751617839,0.39793568766072973
83,AR1_Bayes,0.1,30,-0.08518894375052713,-0.7797503818968149,0.5624202783788399
84,Naive,0.1,30,0.10961651151156984,-0.2783012048666693,0.49753422788980894
85,BlockAveraging,0.1,30,0.10961651151156984,-296.796289740516,297.0155227635391
86,Chodera,0.1,30,0.10961651151156984,-0.4065071135381674,0.625740136561307
87,Sokal,0.1,30,0.10961651151156984,-0.498856949081802,0.7180899721049416
88,AR1_correction,0.1,30,0.10961651151156984,-0.36415464931895825,0.5833876723420979
89,AR1_Bayes,0.1,30,0.10961651151156984,-0.46726403845787057,0.7034004478390359
90,Naive,0.1,30,7.000488028298946e-05,-0.35389532280629193,0.3540353325668579
91,BlockAveraging,0.1,30,7.000488028298946e-05,-0.3776330777223739,0.37777308748293986
92,Chodera,0.1,30,7.000488028298946e-05,-0.3691285559856559,0.36926856574622186
93,Sokal,0.1,30,7.000488028298946e-05,-0.19987897249613526,0.20001898225670126
94,AR1_correction,0.1,30,7.000488028298946e-05,-0.43315958687736955,0.4332995966379355
95,AR1_Bayes,0.1,30,7.000488028298946e-05,-0.5234436109960192,0.5227996250300188
96,Naive,0.1,30,0.20175728999883427,-0.10083397833311727,0.5043485583307858
97,BlockAveraging,0.1,30,0.20175728999883427,-0.28922783958740184,0.6927424195850704
98,Chodera,0.1,30,0.20175728999883427,-0.16625903265965356,0.5697736126573221
99,Sokal,0.1,30,0.20175728999883427,-0.08818528156570901,0.4916998615633775
100,AR1_correction,0.1,30,0.20175728999883427,-0.18203933153133936,0.5855539115290079
101,AR1_Bayes,0.1,30,0.20175728999883427,-0.3837595498330707,0.9286892479677572
102,Naive,0.1,30,0.08875086150008363,-0.22314124771410962,0.4006429707142769
103,BlockAveraging,0.1,30,0.08875086150008363,-251.1495957572967,251.32709748029686
104,Chodera,0.1,30,0.08875086150008363,-0.5150563855022873,0.6925581085024545
105,Sokal,0.1,30,0.08875086150008363,-0.41216356852664726,0.5896652915268145
106,AR1_correction,0.1,30,0.08875086150008363,-0.2801159120472406,0.45761763504740793
107,AR1_Bayes,0.1,30,0.08875086150008363,-0.391843855353061,0.5704639985662594
108,Naive,0.1,30,0.13939092439716566,-0.1593563701288761,0.4381382189232074
109,BlockAveraging,0.1,30,0.13939092439716566,-0.2631789736313205,0.5419608224256518
110,Chodera,0.1,30,0.13939092439716566,-0.174946516012085,0.4537283648064163
111,Sokal,0.1,30,0.13939092439716566,-0.11976712039717813,0.39854896919150945
112,AR1_correction,0.1,30,0.13939092439716566,-0.20810564953838923,0.48688749833272055
113,AR1_Bayes,0.1,30,0.13939092439716566,-0.28375638574392265,0.5616501020828164
114,Naive,0.1,30,-0.028513310454510412,-0.33727225883297507,0.2802456379239543
115,BlockAveraging,0.1,30,-0.028513310454510412,-0.3697480905753574,0.3127214696663366
116,Chodera,0.1,30,-0.028513310454510412,-0.3998216914047373,0.3427950704957165
117,Sokal,0.1,30,-0.028513310454510412,-0.3118492970470328,0.254822676138012
118,AR1_correction,0.1,30,-0.028513310454510412,-0.39705930075212104,0.34003267984310026
119,AR1_Bayes,0.1,30,-0.028513310454510412,-0.46088945832317674,0.42556920915828167
120,Naive,0.1,30,-0.09437054282496102,-0.42209766913596725,0.23335658348604518
121,BlockAveraging,0.1,30,-0.09437054282496102,-120.29121478783189,120.10247370218197
122,Chodera,0.1,30,-0.09437054282496102,-0.44413751696532366,0.2553964313154016
123,Sokal,0.1,30,-0.09437054282496102,-0.3065666644895437,0.11782557883962166
124,AR1_correction,0.1,30,-0.09437054282496102,-0.4051121660811581,0.216371080431236
125,AR1_Bayes,0.1,30,-0.09437054282496102,-0.437631047532955,0.2815219861119368
126,Naive,0.1,30,0.1331806712741107,-0.2226412023588259,0.4890025449070473
127,BlockAveraging,0.1,30,0.1331806712741107,-0.3789557052514302,0.6453170477996516
128,Chodera,0.1,30,0.1331806712741107,-0.46535748995227033,0.7317188325004917
129,Sokal,0.1,30,0.1331806712741107,-0.344989305659756,0.6113506482079774
130,AR1_correction,0.1,30,0.1331806712741107,-0.3537822070514454,0.6201435495996668
131,AR1_Bayes,0.1,30,0.1331806712741107,-0.4794961182311956,0.7716280692460165
132,Naive,0.1,30,0.44074263121891594,0.09432303233974426,0.7871622300980876
133,BlockAveraging,0.1,30,0.44074263121891594,0.04852833507584864,0.8329569273619832
134,Chodera,0.1,30,0.44074263121891594,0.020429628523979282,0.8610556339138526
135,Sokal,0.1,30,0.44074263121891594,0.1410773886837714,0.7404078737540605
136,AR1_correction,0.1,30,0.44074263121891594,0.05973460842354611,0.8217506540142858
137,AR1_Bayes,0.1,30,0.44074263121891594,-0.03352793044752035,0.8946867659699913
138,Naive,0.1,30,0.09930327827055045,-0.2420122756041429,0.44061883214524383
139,BlockAveraging,0.1,30,0.09930327827055045,-164.25540975564635,164.45401631218746
140,Chodera,0.1,30,0.09930327827055045,-0.33094207981803936,0.5295486363591403
141,Sokal,0.1,30,0.09930327827055045,-0.34731251415768866,0.5459190706987895
142,AR1_correction,0.1,30,0.09930327827055045,-0.2200107680713631,0.41861732461246404
143,AR1_Bayes,0.1,30,0.09930327827055045,-0.259331612289936,0.4417426008071391
144,Naive,0.1,30,-0.04326914572034259,-0.3691945388151787,0.2826562473744936
145,BlockAveraging,0.1,30,-0.04326914572034259,-0.2733409859276231,0.18680269448693793
146,Chodera,0.1,30,-0.04326914572034259,-0.3637164109636106,0.2771781195229255
147,Sokal,0.1,30,-0.04326914572034259,-0.21504061842909744,0.12850232698841224
148,AR1_correction,0.1,30,-0.04326914572034259,-0.3071189927232523,0.22058070128256715
149,AR1_Bayes,0.1,30,-0.04326914572034259,-0.3670656694102883,0.2415604908920555
150,Naive,0.1,30,0.1597636611545684,-0.1369472917627733,0.45647461407191003
151,BlockAveraging,0.1,30,0.1597636611545684,-0.15368681514542962,0.4732141374545664
152,Chodera,0.1,30,0.1597636611545684,-0.1698757952930521,0.4894031176021889
153,Sokal,0.1,30,0.1597636611545684,-0.14945007260424922,0.46897739491338597
154,AR1_correction,0.1,30,0.1597636611545684,-0.21305011528585846,0.5325774375949952
155,AR1_Bayes,0.1,30,0.1597636611545684,-0.32369642948860555,0.6805756315608005
156,Naive,0.1,30,-0.08016584160785634,-0.502553936636124,0.3422222534204113
157,BlockAveraging,0.1,30,-0.08016584160785634,-0.51116690992416,0.3508352267084474
158,Chodera,0.1,30,-0.08016584160785634,-0.4954544714316074,0.33512278821589475
159,Sokal,0.1,30,-0.08016584160785634,-0.4340726675212774,0.2737409843055647
160,AR1_correction,0.1,30,-0.08016584160785634,-0.586365820242091,0.4260341370263784
161,AR1_Bayes,0.1,30,-0.08016584160785634,-0.7720124581645463,0.5375883657459681
162,Naive,0.1,30,-0.03848811145372489,-0.3812726849159842,0.30429646200853444
163,BlockAveraging,0.1,30,-0.03848811145372489,-175.27252383726247,175.19554761435504
164,Chodera,0.1,30,-0.03848811145372489,-0.5056573216774306,0.4286810987699808
165,Sokal,0.1,30,-0.03848811145372489,-0.3868430876740644,0.3098668647666146
166,AR1_correction,0.1,30,-0.03848811145372489,-0.5097459933841036,0.4327697704766539
167,AR1_Bayes,0.1,30,-0.03848811145372489,-0.6432114141680393,0.5803171381045021
168,Naive,0.1,30,-0.14753405865228322,-0.5564322517710726,0.2613641344665062
169,BlockAveraging,0.1,30,-0.14753405865228322,-0.5143113942130519,0.21924327690848547
170,Chodera,0.1,30,-0.14753405865228322,-0.5495595237552835,0.2544914064507171
171,Sokal,0.1,30,-0.14753405865228322,-0.3764051443597417,0.08133702705517526
172,AR1_correction,0.1,30,-0.14753405865228322,-0.5397399500660864,0.24467183276152002
173,AR1_Bayes,0.1,30,-0.14753405865228322,-0.6128359577787756,0.28523577234642145
174,Naive,0.1,30,0.02886916784400273,-0.29609991605297203,0.3538382517409775
175,BlockAveraging,0.1,30,0.02886916784400273,-0.24890660425066818,0.30664493993867364
176,Chodera,0.1,30,0.02886916784400273,-0.2906378617696575,0.34837619745766296
177,Sokal,0.1,30,0.02886916784400273,-0.1872045911730646,0.24494292686107005
178,AR1_correction,0.1,30,0.02886916784400273,-0.2964482701410094,0.35418660582901484
179,AR1_Bayes,0.1,30,0.02886916784400273,-0.4056806862849933,0.41099868699582953
180,Naive,0.1,30,-0.1453561152063398,-0.44926112872564655,0.15854889831296698
181,BlockAveraging,0.1,30,-0.1453561152063398,-0.3747815497863684,0.08406931937368883
182,Chodera,0.1,30,-0.1453561152063398,-0.44415311764684456,0.153440887234165
183,Sokal,0.1,30,-0.1453561152063398,-0.2808978743470019,-0.009814356065677654
184,AR1_correction,0.1,30,-0.1453561152063398,-0.44300923422162236,0.1522970038089428
185,AR1_Bayes,0.1,30,-0.1453561152063398,-0.46947878702364276,0.1931023701367484
186,Naive,0.1,30,0.013144201396560503,-0.3064399401479014,0.33272834294102244
187,BlockAveraging,0.1,30,0.013144201396560503,-0.3888427297584337,0.41513113255155476
188,Chodera,0.1,30,0.013144201396560503,-0.4374358958042589,0.46372429859737996
189,Sokal,0.1,30,0.013144201396560503,-0.27515763639460833,0.3014460391877294
190,AR1_correction,0.1,30,0.013144201396560503,-0.39905276585541555,0.4253411686485366
191,AR1_Bayes,0.1,30,0.013144201396560503,-0.5883680706680707,0.5098632045909632
192,Naive,0.1,30,0.018358940484050387,-0.31553057694535824,0.35224845791345905
193,BlockAveraging,0.1,30,0.018358940484050387,-0.23186083467894192,0.2685787156470427
194,Chodera,0.1,30,0.018358940484050387,-0.30991858873109696,0.34663646969919776
195,Sokal,0.1,30,0.018358940484050387,-0.0584927640927584,0.09521064506085918
196,AR1_correction,0.1,30,0.018358940484050387,-0.3208186043213642,0.357536485289465
197,AR1_Bayes,0.1,30,0.018358940484050387,-0.39373219537295934,0.4282419529327348
198,Naive,0.1,30,-0.09830382401432132,-0.4894275611419012,0.2928199131132586
199,BlockAveraging,0.1,30,-0.09830382401432132,-46.88785337378802,46.69124572575937
200,Chodera,0.1,30,-0.09830382401432132,-0.48285358475600915,0.28624593672736653
201,Sokal,0.1,30,-0.09830382401432132,-0.33690631181180286,0.14029866378316025
202,AR1_correction,0.1,30,-0.09830382401432132,-0.4459806676180449,0.24937301958940228
203,AR1_Bayes,0.1,30,-0.09830382401432132,-0.508986080889263,0.31123369846599913
204,Naive,0.1,30,-0.3736356082538623,-0.6395647463381657,-0.10770647016955881
205,BlockAveraging,0.1,30,-0.3736356082538623,-0.6081210020791772,-0.13915021442854736
206,Chodera,0.1,30,-0.3736356082538623,-0.6350950307261047,-0.11217618578161986
207,Sokal,0.1,30,-0.3736356082538623,-0.49541978131491077,-0.2518514351928138
208,AR1_correction,0.1,30,-0.3736356082538623,-0.6666930818315231,-0.0805781346762014
209,AR1_Bayes,0.1,30,-0.3736356082538623,-0.7517356588952332,0.0050370839027442105
210,Naive,0.1,30,-0.20712816602807407,-0.46106337239363837,0.0468070403374902
211,BlockAveraging,0.1,30,-0.20712816602807407,-0.46748321864280185,0.05322688658665373
212,Chodera,0.1,30,-0.20712816602807407,-0.4567952498233907,0.04253891776724256
213,Sokal,0.1,30,-0.20712816602807407,-0.37352878786575744,-0.04072754419039071
214,AR1_correction,0.1,30,-0.20712816602807407,-0.546073723761434,0.13181739170528586
215,AR1_Bayes,0.1,30,-0.20712816602807407,-0.6611337915828301,0.30298182214963804
216,Naive,0.1,30,0.33995807108638326,-0.009546315018073848,0.6894624571908403
217,BlockAveraging,0.1,30,0.33995807108638326,-0.17215053897566007,0.8520666811484265
218,Chodera,0.1,30,0.33995807108638326,-0.18757489621144846,0.8674910383842149
219,Sokal,0.1,30,0.33995807108638326,-0.14355489282634853,0.823471034999115
220,AR1_correction,0.1,30,0.33995807108638326,-0.04109978105236506,0.7210159232251316
221,AR1_Bayes,0.1,30,0.33995807108638326,-0.1430126063484215,0.8385969441447215
222,Naive,0.1,30,0.40951075173630236,0.05019674540024116,0.7688247580723635
223,BlockAveraging,0.1,30,0.40951075173630236,0.016028784082876224,0.8029927193897285
224,Chodera,0.1,30,0.40951075173630236,0.03549564837711899,0.7835258550954858
225,Sokal,0.1,30,0.40951075173630236,0.1700190624151971,0.6490024410574076
226,AR1_correction,0.1,30,0.40951075173630236,0.0371805759707326,0.7818409275018721
227,AR1_Bayes,0.1,30,0.40951075173630236,-0.024933161463359305,0.8483586748009231
228,Naive,0.1,30,0.04814437533648266,-0.315186610465307,0.41147536113827227
229,BlockAveraging,0.1,30,0.04814437533648266,-60.74823578344493,60.8445245341179
230,Chodera,0.1,30,0.04814437533648266,-0.3090797724133257,0.40536852308629095
231,Sokal,0.1,30,0.04814437533648266,-0.07293615024276318,0.16922490091572848
232,AR1_correction,0.1,30,0.04814437533648266,-0.283614265154738,0.37990301582770325
233,AR1_Bayes,0.1,30,0.04814437533648266,-0.3733010320812614,0.42194993521669283
234,Naive,0.1,30,-0.04050602266958565,-0.3371897409446628,0.25617769560549153
235,BlockAveraging,0.1,30,-0.04050602266958565,-0.46882215509994896,0.3878101097607777
236,Chodera,0.1,30,-0.04050602266958565,-0.4004674637486165,0.31945541840944525
237,Sokal,0.1,30,-0.04050602266958565,-0.3603844180191181,0.2793723726799468
238,AR1_correction,0.1,30,-0.04050602266958565,-0.32296022327102214,0.24194817793185086
239,AR1_Bayes,0.1,30,-0.04050602266958565,-0.3912177802864294,0.2642421922866681
240,Naive,0.1,30,-0.04671937009833975,-0.4015410621367146,0.30810232194003506
241,BlockAveraging,0.1,30,-0.04671937009833975,-0.6328394758387255,0.539400735642046
242,Chodera,0.1,30,-0.04671937009833975,-0.6092732538404935,0.515834513643814
243,Sokal,0.1,30,-0.04671937009833975,-0.48131941564386954,0.38788067544719
244,AR1_correction,0.1,30,-0.04671937009833975,-0.6431663246856594,0.54972758448898
245,AR1_Bayes,0.1,30,-0.04671937009833975,-0.9893898264130887,0.659235928927778
246,Naive,0.1,30,-0.03652224622004791,-0.39210320763304146,0.31905871519294565
247,BlockAveraging,0.1,30,-0.03652224622004791,-0.4131301799431969,0.3400856875031011
248,Chodera,0.1,30,-0.03652224622004791,-0.3928158740573759,0.3197713816172801
249,Sokal,0.1,30,-0.03652224622004791,-0.33234578082456484,0.25930128838446903
250,AR1_correction,0.1,30,-0.03652224622004791,-0.4062701960209091,0.33322570358081327
251,AR1_Bayes,0.1,30,-0.03652224622004791,-0.4684349960755031,0.3885680052624259
252,Naive,0.1,30,-0.08062281252344601,-0.49629984473734334,0.33505421969045135
253,BlockAveraging,0.1,30,-0.08062281252344601,-40.56646654321888,40.40522091817199
254,Chodera,0.1,30,-0.08062281252344601,-0.5994313665582935,0.4381857415114015
255,Sokal,0.1,30,-0.08062281252344601,-0.47467599582017456,0.31343037077328256
256,AR1_correction,0.1,30,-0.08062281252344601,-0.5344983851909926,0.3732527601441005
257,AR1_Bayes,0.1,30,-0.08062281252344601,-0.647236882094829,0.415752259485954
258,Naive,0.1,30,-0.12588404662596966,-0.4254109235081417,0.1736428302562024
259,BlockAveraging,0.1,30,-0.12588404662596966,-39.25285202878601,39.00108393553407
260,Chodera,0.1,30,-0.12588404662596966,-0.4203764997985905,0.16860840654665118
261,Sokal,0.1,30,-0.12588404662596966,-0.31498309732067964,0.06321500406874034
262,AR1_correction,0.1,30,-0.12588404662596966,-0.43868987928015146,0.1869217860282121
263,AR1_Bayes,0.1,30,-0.12588404662596966,-0.5184868550939838,0.27033491349841915
264,Naive,0.1,30,0.1267141464049745,-0.21600246390202124,0.4694307567119702
265,BlockAveraging,0.1,30,0.1267141464049745,-0.24425548102033615,0.49768377383028517
266,Chodera,0.1,30,0.1267141464049745,-0.2729219046580098,0.5263501974679587
267,Sokal,0.1,30,0.1267141464049745,-0.11909812694189467,0.37252641975184364
268,AR1_correction,0.1,30,0.1267141464049745,-0.2845475686686201,0.5379758614785691
269,AR1_Bayes,0.1,30,0.1267141464049745,-0.38582018135682383,0.6443140414117541
270,Naive,0.1,30,0.1281399844467503,-0.23241868481477784,0.4886986537082784
271,BlockAveraging,0.1,30,0.1281399844467503,-0.16117163799302436,0.41745160688652494
272,Chodera,0.1,30,0.1281399844467503,-0.22635844363672636,0.48263841253022693
273,Sokal,0.1,30,0.1281399844467503,-0.025516289342906145,0.28179625823640675
274,AR1_correction,0.1,30,0.1281399844467503,-0.24278572929027442,0.499065698183775
275,AR1_Bayes,0.1,30,0.1281399844467503,-0.3363501005510607,0.5793688132093253
276,Naive,0.1,30,-0.12887185907038087,-0.3944995293320769,0.1367558111913151
277,BlockAveraging,0.1,30,-0.12887185907038087,-0.36350666994007297,0.10576295179931122
278,Chodera,0.1,30,-0.12887185907038087,-0.39003488076698534,0.13229116262622356
279,Sokal,0.1,30,-0.12887185907038087,-0.32799425262310755,0.07025053448234583
280,AR1_correction,0.1,30,-0.12887185907038087,-0.4144429922768138,0.15669927413605209
281,AR1_Bayes,0.1,30,-0.12887185907038087,-0.5051817242279258,0.3467957941136076
282,Naive,0.1,30,-0.04543247242901551,-0.3640656770019034,0.2732007321438724
283,BlockAveraging,0.1,30,-0.04543247242901551,-0.2939985109843522,0.2031335661263212
284,Chodera,0.1,30,-0.04543247242901551,-0.3587101156698127,0.2678451708117817
285,Sokal,0.1,30,-0.04543247242901551,-0.287561578802541,0.19669663394450998
286,AR1_correction,0.1,30,-0.04543247242901551,-0.34433862342080973,0.25347367856277875
287,AR1_Bayes,0.1,30,-0.04543247242901551,-0.424064136904169,0.3159750848894681
288,Naive,0.1,30,0.05932395852162968,-0.2601175271732986,0.378765444216558
289,BlockAveraging,0.1,30,0.05932395852162968,-0.21153913853481604,0.33018705557807543
290,Chodera,0.1,30,0.05932395852162968,-0.2547483803169734,0.3733962973602328
291,Sokal,0.1,30,0.05932395852162968,0.03441761225355283,0.08423030478970653
292,AR1_correction,0.1,30,0.05932395852162968,-0.28618523977675986,0.40483315682001925
293,AR1_Bayes,0.1,30,0.05932395852162968,-0.3709314067221429,0.4866856895323433
294,Naive,0.1,30,0.35257753387051183,0.043458106202430014,0.6616969615385937
295,BlockAveraging,0.1,30,0.35257753387051183,-23.632014599034573,24.337169666775598
296,Chodera,0.1,30,0.35257753387051183,0.030112847197578674,0.675042220543445
297,Sokal,0.1,30,0.35257753387051183,0.17282317524256566,0.532331892498458
298,AR1_correction,0.1,30,0.35257753387051183,0.08448676333818383,0.6206683044028398
299,AR1_Bayes,0.1,30,0.35257753387051183,0.03343311080174778,0.6784424874804068
300,Naive,0.1,30,-0.020897559285127473,-0.3710911976860063,0.3292960791157513
301,BlockAveraging,0.1,30,-0.020897559285127473,-0.3182209878973756,0.2764258693271206
302,Chodera,0.1,30,-0.020897559285127473,-0.3652051711148651,0.32341005254461014
303,Sokal,0.1,30,-0.020897559285127473,-0.26325773316459,0.22146261459433508
304,AR1_correction,0.1,30,-0.020897559285127473,-0.3949384262694421,0.3531433076991871
305,AR1_Bayes,0.1,30,-0.020897559285127473,-0.5149431577494974,0.42093483784572444
306,Naive,0.1,30,-0.40456825824120235,-0.6973167186544935,-0.11181979782791118
307,BlockAveraging,0.1,30,-0.40456825824120235,-27.875901168856448,27.066764652374044
308,Chodera,0.1,30,-0.40456825824120235,-0.6995685029033619,-0.10956801357904278
309,Sokal,0.1,30,-0.40456825824120235,-0.7093034872338565,-0.0998330292485482
310,AR1_correction,0.1,30,-0.40456825824120235,-0.6950194346894069,-0.11411708179299784
311,AR1_Bayes,0.1,30,-0.40456825824120235,-0.7713951732001991,-0.04420342984546988
312,Naive,0.1,30,-0.08803432443761805,-0.34605031532487546,0.16998166644963936
313,BlockAveraging,0.1,30,-0.08803432443761805,-240.13910822479986,239.96303957592463
314,Chodera,0.1,30,-0.08803432443761805,-0.45278198898740996,0.27671334011217386
315,Sokal,0.1,30,-0.08803432443761805,-0.39668433513785883,0.22061568626262273
316,AR1_correction,0.1,30,-0.08803432443761805,-0.3569073289211389,0.1808386800459028
317,AR1_Bayes,0.1,30,-0.08803432443761805,-0.4247681532684817,0.3548903412568648
318,Naive,0.1,30,0.11897316897320358,-0.2996602600876091,0.5376065980340162
319,BlockAveraging,0.1,30,0.11897316897320358,-0.2968865774919646,0.5348329154383717
320,Chodera,0.1,30,0.11897316897320358,-0.3284411539363078,0.566387491882715
321,Sokal,0.1,30,0.11897316897320358,-0.09140040182259813,0.3293467397690053
322,AR1_correction,0.1,30,0.11897316897320358,-0.3534316611011107,0.5913779990475179
323,AR1_Bayes,0.1,30,0.11897316897320358,-0.5058169314721666,0.6198186065900799
324,Naive,0.1,30,0.32674063412600163,-0.06743553133359464,0.7209167995855978
325,BlockAveraging,0.1,30,0.32674063412600163,-1.1206257656382057e-05,0.6534924745096596
